"Scenario","True_MTD","Model","Method","CRM_r_model","CFO_Method","Nmax_eff","Cycle_Max","Alpha_low","Alpha_high","MTD_sel_low","MTD_sel_high","Drop_pp"
9,4,"CRM","crm_fixed","fixed",NA,45,3,0.6,1.2,36.9214,21.9866,14.9348
9,4,"CRM","crm_random","random",NA,45,2,0.3,1.2,42.4665,27.9018,14.5647
9,4,"CRM","crm_level","level",NA,45,3,0.3,1.2,43.9174,29.6317,14.2857
9,4,"CRM","crm_level","level",NA,30,3,0.3,1.5,38.1138,23.8281,14.2857
9,4,"CFO","cfo_pride",NA,"pride",30,2,0.9,1.5,18.8511,4.6291,14.222
9,4,"CRM","crm_level","level",NA,45,2,0,1.2,43.8616,29.6875,14.1741
9,4,"CRM","crm_level","level",NA,30,2,0,1.5,38.1138,23.9955,14.1183
9,4,"CRM","crm_random","random",NA,45,3,0,1.2,43.5268,29.4643,14.0625
9,4,"CRM","crm_fixed","fixed",NA,30,3,0.6,1.5,33.1846,19.308,13.8766
9,4,"CRM","crm_level","level",NA,30,3,0,1.5,37.5,23.8281,13.6719
9,4,"CRM","crm_random","random",NA,45,2,0.6,1.5,38.7277,25.1674,13.5603
9,4,"CRM","crm_fixed","fixed",NA,30,2,0.6,1.5,32.4038,18.9174,13.4864
9,4,"CRM","crm_fixed","fixed",NA,30,3,0,1.2,38.5388,25.0558,13.483
9,4,"CRM","crm_random","random",NA,30,3,0,1.5,38.3371,24.9442,13.3929
9,4,"CRM","crm_level","level",NA,45,2,0.6,1.5,38.5603,25.1674,13.3929
9,4,"CRM","crm_random","random",NA,45,3,0.3,1.2,42.8571,29.4643,13.3928
9,4,"CFO","cfo_pride",NA,"pride",30,2,0.6,1.5,18.0145,4.6291,13.3854
9,4,"CRM","crm_fixed","fixed",NA,30,2,0,1.2,38.5388,25.279,13.2598
9,4,"CFO","cfo_pride",NA,"pride",45,2,0.6,1.5,17.903,4.6849,13.2181
9,4,"CRM","crm_fixed","fixed",NA,45,2,0.6,1.2,36.8098,23.6607,13.1491
9,4,"CRM","crm_level","level",NA,30,2,0.3,1.5,37.1094,23.9955,13.1139
9,4,"CFO","cfo_pride",NA,"pride",30,3,0.6,1.2,29.8383,16.7875,13.0508
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.3,1.5,45.7892,32.7942,12.995
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0,1.5,44.2276,31.2326,12.995
9,4,"CRM","crm_fixed","fixed",NA,45,2,0.9,1.5,30.692,17.8013,12.8907
9,4,"CRM","crm_fixed","fixed",NA,45,3,0,0.9,43.7256,30.8594,12.8662
9,4,"CRM","crm_fixed","fixed",NA,45,2,0,0.9,43.5025,30.692,12.8105
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.6,1.5,45.2872,32.7942,12.493
9,4,"CFO","cfo_pride",NA,"pride",45,3,0.6,1.2,29.3921,16.8991,12.493
9,4,"CRM","crm_level","level",NA,45,2,0.3,1.2,42.1317,29.6875,12.4442
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.3,1.5,43.6698,31.2326,12.4372
9,4,"CFO","cfo_pride",NA,"pride",45,3,0.9,1.2,29.2805,16.8991,12.3814
9,4,"CRM","crm_random","random",NA,30,2,0,1.5,37.4442,25.1116,12.3326
9,4,"CRM","crm_level","level",NA,45,3,0.9,1.5,36.6071,24.3862,12.2209
9,4,"CRM","crm_level","level",NA,45,3,0.6,1.2,41.7969,29.6317,12.1652
9,4,"CRM","crm_fixed","fixed",NA,30,3,0.3,1.2,36.754,25.0558,11.6982
9,4,"CRM","crm_random","random",NA,45,3,0.6,1.2,41.0156,29.4643,11.5513
9,4,"CRM","crm_random","random",NA,30,2,0.3,1.5,36.5513,25.1116,11.4397
9,4,"CRM","crm_level","level",NA,30,3,0.6,1.5,35.2121,23.8281,11.384
9,4,"CRM","crm_random","random",NA,30,3,0.3,1.5,36.3281,24.9442,11.3839
9,4,"CRM","crm_fixed","fixed",NA,45,3,0.3,0.9,42.2197,30.8594,11.3603
9,4,"CRM","crm_fixed","fixed",NA,30,2,0.3,1.2,36.5867,25.279,11.3077
9,4,"CFO","cfo_pride",NA,"pride",30,3,0.9,1.2,27.8305,16.7875,11.043
9,4,"CRM","crm_random","random",NA,45,2,0.6,1.2,38.7277,27.9018,10.8259
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,1.5,43.6141,32.7942,10.8199
9,4,"CRM","crm_level","level",NA,45,2,0.9,1.5,35.9375,25.1674,10.7701
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.6,1.5,41.9967,31.2326,10.7641
9,4,"CRM","crm_fixed","fixed",NA,45,2,0.3,0.9,41.3274,30.692,10.6354
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.9,1.5,43.0563,32.7942,10.2621
9,4,"CRM","crm_level","level",NA,30,2,0,1.2,38.1138,28.0134,10.1004
9,4,"CFO","cfo_pride",NA,"pride",30,2,0.9,1.2,18.8511,8.7563,10.0948
9,4,"CRM","crm_fixed","fixed",NA,30,2,0,0.9,38.5388,28.4598,10.079
9,4,"CRM","crm_level","level",NA,30,2,0.6,1.5,33.8728,23.9955,9.8773
9,4,"CRM","crm_random","random",NA,45,3,0.9,1.5,34.4866,24.6652,9.8214
9,4,"CFO","cfo_pride",NA,"pride",45,2,0.9,1.2,19.7434,9.9833,9.7601
9,4,"CRM","crm_fixed","fixed",NA,30,3,0.9,1.5,29.0179,19.308,9.7099
9,4,"CRM","crm_random","random",NA,30,3,0.6,1.5,34.5424,24.9442,9.5982
9,4,"CRM","crm_random","random",NA,45,2,0,0.9,44.2522,34.654,9.5982
9,4,"CRM","crm_fixed","fixed",NA,30,2,0.9,1.5,28.4598,18.9174,9.5424
9,4,"CRM","crm_fixed","fixed",NA,30,3,0,0.9,38.5388,29.0179,9.5209
9,4,"CRM","crm_random","random",NA,45,2,0.9,1.5,34.654,25.1674,9.4866
9,4,"CFO","cfo_pride",NA,"pride",30,2,0.6,1.2,18.0145,8.7563,9.2582
9,4,"CRM","crm_level","level",NA,30,2,0.3,1.2,37.1094,28.0134,9.096
9,4,"CRM","crm_random","random",NA,45,3,0,0.9,43.5268,34.4866,9.0402
9,4,"CRM","crm_fixed","fixed",NA,45,3,0.9,1.2,30.8594,21.9866,8.8728
9,4,"CRM","crm_level","level",NA,45,2,0.6,1.2,38.5603,29.6875,8.8728
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.9,1.5,39.9888,31.2326,8.7562
9,4,"CRM","crm_level","level",NA,30,3,0.9,1.5,32.4777,23.8281,8.6496
9,4,"CRM","crm_random","random",NA,30,3,0.9,1.5,33.3705,24.9442,8.4263
9,4,"CRM","crm_random","random",NA,45,3,0.3,0.9,42.8571,34.4866,8.3705
9,4,"CRM","crm_random","random",NA,30,3,0,1.2,38.3371,30.0781,8.259
9,4,"CRM","crm_fixed","fixed",NA,30,3,0.6,1.2,33.1846,25.0558,8.1288
9,4,"CRM","crm_fixed","fixed",NA,30,2,0.3,0.9,36.5867,28.4598,8.1269
9,4,"CRM","crm_level","level",NA,45,3,0,0.9,44.6987,36.6071,8.0916
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0,1.2,44.2276,36.1963,8.0313
9,4,"CRM","crm_level","level",NA,30,3,0.3,1.2,38.1138,30.1339,7.9799
9,4,"CRM","crm_level","level",NA,45,2,0,0.9,43.8616,35.9375,7.9241
9,4,"CFO","cfo_pride",NA,"pride",45,2,0.6,1.2,17.903,9.9833,7.9197
9,4,"CRM","crm_random","random",NA,30,2,0,1.2,37.4442,29.5759,7.8683
9,4,"CRM","crm_random","random",NA,30,2,0.6,1.5,32.9241,25.1116,7.8125
9,4,"CRM","crm_random","random",NA,45,2,0.3,0.9,42.4665,34.654,7.8125
9,4,"CRM","crm_fixed","fixed",NA,30,3,0.3,0.9,36.754,29.0179,7.7361
9,4,"CRM","crm_level","level",NA,30,2,0.9,1.5,31.4732,23.9955,7.4777
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.3,1.2,43.6698,36.1963,7.4735
9,4,"CRM","crm_level","level",NA,30,3,0,1.2,37.5,30.1339,7.3661
9,4,"CRM","crm_level","level",NA,45,3,0.3,0.9,43.9174,36.6071,7.3103
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.3,1.5,37.0329,29.7267,7.3062
9,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.6,1.5,48.9124,41.7178,7.1946
9,4,"CRM","crm_fixed","fixed",NA,30,2,0.6,1.2,32.4038,25.279,7.1248
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.3,1.2,45.7892,38.7061,7.0831
9,4,"CRM","crm_fixed","fixed",NA,45,2,0.9,1.2,30.692,23.6607,7.0313
9,4,"CRM","crm_level","level",NA,45,3,0.9,1.2,36.6071,29.6317,6.9754
9,4,"CRM","crm_random","random",NA,30,2,0.3,1.2,36.5513,29.5759,6.9754
9,4,"CRM","crm_fixed","fixed",NA,45,3,0,0.6,43.7256,36.9214,6.8042
9,4,"CRM","crm_random","random",NA,45,2,0.9,1.2,34.654,27.9018,6.7522
9,4,"CFO","cfo_pride",NA,"pride",30,2,0.3,1.5,11.3218,4.6291,6.6927
9,4,"CRM","crm_fixed","fixed",NA,45,2,0,0.6,43.5025,36.8098,6.69269999999999
9,4,"CRM","crm_level","level",NA,30,2,0,0.9,38.1138,31.4732,6.6406
9,4,"CRM","crm_fixed","fixed",NA,45,3,1.2,1.5,21.9866,15.4018,6.5848
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.6,1.2,45.2872,38.7061,6.5811
9,4,"CRM","crm_random","random",NA,45,3,0.6,0.9,41.0156,34.4866,6.529
9,4,"CFO","cfo_pride",NA,"pride",45,3,1.2,1.5,16.8991,10.4852,6.4139
9,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.9,1.5,48.1316,41.7178,6.4138
9,4,"CRM","crm_fixed","fixed",NA,30,2,1.2,1.5,25.279,18.9174,6.3616
9,4,"CRM","crm_random","random",NA,30,2,0,0.9,37.4442,31.1384,6.3058
9,4,"CRM","crm_level","level",NA,30,3,1.2,1.5,30.1339,23.8281,6.3058
9,4,"CFO","cfo_pride",NA,"pride",30,3,1.2,1.5,16.7875,10.4852,6.3023
9,4,"CRM","crm_random","random",NA,30,3,0.3,1.2,36.3281,30.0781,6.25
9,4,"CRM","crm_level","level",NA,45,2,0.9,1.2,35.9375,29.6875,6.25
9,4,"CRM","crm_level","level",NA,45,2,0.3,0.9,42.1317,35.9375,6.1942
9,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.6,1.5,47.1835,40.9927,6.1908
9,4,"CRM","crm_fixed","fixed",NA,30,2,0,0.6,38.5388,32.4038,6.13500000000001
9,4,"CRM","crm_fixed","fixed",NA,45,2,0.6,0.9,36.8098,30.692,6.1178
9,4,"CRM","crm_fixed","fixed",NA,45,3,0.6,0.9,36.9214,30.8594,6.062
9,4,"CRM","crm_random","random",NA,30,2,0.9,1.5,31.1384,25.1116,6.0268
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.6,1.5,35.6944,29.7267,5.9677
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,1.2,1.5,38.7061,32.7942,5.9119
9,4,"CRM","crm_level","level",NA,30,2,0.6,1.2,33.8728,28.0134,5.8594
9,4,"CRM","crm_fixed","fixed",NA,45,2,1.2,1.5,23.6607,17.8013,5.8594
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.6,1.2,41.9967,36.1963,5.8004
9,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.3,1.5,47.5181,41.7178,5.8003
9,4,"CRM","crm_fixed","fixed",NA,30,3,1.2,1.5,25.0558,19.308,5.7478
9,4,"CFO","cfo_pride",NA,"pride",45,2,0,1.5,10.4294,4.6849,5.7445
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0,1.5,35.4155,29.7267,5.6888
9,4,"CFO","cfo_pride",NA,"pride",30,2,0,1.5,10.3179,4.6291,5.6888
9,4,"CRM","crm_level","level",NA,30,2,0.3,0.9,37.1094,31.4732,5.6362
9,4,"CRM","crm_level","level",NA,30,3,0.3,0.9,38.1138,32.4777,5.6361
9,4,"CFO","cfo_pride",NA,"pride",45,2,0.3,1.5,10.2621,4.6849,5.5772
9,4,"CRM","crm_random","random",NA,45,2,0,0.6,44.2522,38.7277,5.5245
9,4,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.3,1.2,37.0329,31.5114,5.5215
9,4,"CRM","crm_random","random",NA,30,2,0.3,0.9,36.5513,31.1384,5.4129
9,4,"CRM","crm_fixed","fixed",NA,30,3,0,0.6,38.5388,33.1846,5.3542
9,4,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.3,1.5,46.3469,40.9927,5.3542
9,4,"CRM","crm_level","level",NA,45,2,0,0.6,43.8616,38.5603,5.3013
9,4,"CFO","cfo_pride",NA,"pride",45,2,1.2,1.5,9.9833,4.6849,5.2984
9,4,"CRM","crm_fixed","fixed",NA,45,3,0.3,0.6,42.2197,36.9214,5.2983
9,4,"CRM","crm_level","level",NA,45,3,1.2,1.5,29.6317,24.3862,5.2455
9,4,"CRM","crm_level","level",NA,45,3,0.6,0.9,41.7969,36.6071,5.1898
9,4,"CRM","crm_random","random",NA,30,3,1.2,1.5,30.0781,24.9442,5.1339
9,4,"CRM","crm_level","level",NA,30,3,0.6,1.2,35.2121,30.1339,5.0782
9,4,"CRM","crm_level","level",NA,30,3,0,0.9,37.5,32.4777,5.0223
9,4,"CRM","crm_random","random",NA,45,3,0.9,1.2,34.4866,29.4643,5.0223
10,3,"CRM","crm_fixed","fixed",NA,45,3,0,1.5,47.4944,16.8151,30.6793
10,3,"CRM","crm_fixed","fixed",NA,45,3,0.3,1.5,43.931,16.8151,27.1159
10,3,"CRM","crm_fixed","fixed",NA,45,2,0,1.5,47.8285,21.4922,26.3363
10,3,"CRM","crm_fixed","fixed",NA,45,2,0.3,1.5,46.3808,21.4922,24.8886
10,3,"CRM","crm_fixed","fixed",NA,45,3,0,1.2,47.4944,24.1091,23.3853
10,3,"CRM","crm_level","level",NA,45,3,0,1.5,45.5457,22.7855,22.7602
10,3,"CRM","crm_random","random",NA,45,3,0,1.5,46.2953,23.5655,22.7298
10,3,"CRM","crm_level","level",NA,45,3,0.3,1.5,44.7911,22.7855,22.0056
10,3,"CRM","crm_fixed","fixed",NA,45,3,0.6,1.5,38.6971,16.8151,21.882
10,3,"CRM","crm_random","random",NA,45,3,0.3,1.5,44.7911,23.5655,21.2256
10,3,"CRM","crm_fixed","fixed",NA,30,3,0,1.5,40.0891,18.8753,21.2138
10,3,"CRM","crm_fixed","fixed",NA,45,2,0.6,1.5,42.2049,21.4922,20.7127
10,3,"CRM","crm_fixed","fixed",NA,30,3,0.3,1.5,39.0312,18.8753,20.1559
10,3,"CRM","crm_fixed","fixed",NA,45,3,0.3,1.2,43.931,24.1091,19.8219
10,3,"CFO","cfo_pride",NA,"pride",30,3,0.6,1.5,22.8285,4.3987,18.4298
10,3,"CRM","crm_level","level",NA,45,3,0.6,1.5,41.1142,22.7855,18.3287
10,3,"CFO","cfo_pride",NA,"pride",45,3,0.6,1.5,22.7728,4.4543,18.3185
10,3,"CRM","crm_random","random",NA,45,3,0.6,1.5,41.5042,23.5655,17.9387
10,3,"CRM","crm_level","level",NA,45,2,0.3,1.5,46.7409,29.0808,17.6601
10,3,"CFO","cfo_pride",NA,"pride",45,3,0.9,1.5,22.049,4.4543,17.5947
10,3,"CRM","crm_fixed","fixed",NA,45,2,0,1.2,47.8285,30.2895,17.539
10,3,"CFO","cfo_pride",NA,"pride",30,3,0.9,1.5,21.8263,4.3987,17.4276
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.3,1.5,44.7661,27.5612,17.2049
10,3,"CRM","crm_random","random",NA,45,2,0,1.5,46.6852,29.5822,17.103
10,3,"CRM","crm_random","random",NA,45,2,0.3,1.5,46.4624,29.5822,16.8802
10,3,"CRM","crm_fixed","fixed",NA,30,2,0.3,1.5,42.4276,25.8352,16.5924
10,3,"CRM","crm_level","level",NA,45,3,0,1.2,45.5457,28.9694,16.5763
10,3,"CRM","crm_level","level",NA,45,2,0,1.5,45.6013,29.0808,16.5205
10,3,"CRM","crm_random","random",NA,45,3,0,1.2,46.2953,29.805,16.4903
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,1.5,43.8196,27.5612,16.2584
10,3,"CRM","crm_fixed","fixed",NA,45,3,0,0.9,47.4944,31.2361,16.2583
10,3,"CRM","crm_fixed","fixed",NA,45,2,0.3,1.2,46.3808,30.2895,16.0913
10,3,"CRM","crm_fixed","fixed",NA,45,2,0.9,1.5,37.5835,21.4922,16.0913
10,3,"CRM","crm_level","level",NA,45,3,0.3,1.2,44.7911,28.9694,15.8217
10,3,"CRM","crm_level","level",NA,45,2,0.6,1.5,44.4568,29.0808,15.376
10,3,"CRM","crm_level","level",NA,30,3,0.3,1.5,39.6657,24.4011,15.2646
10,3,"CRM","crm_fixed","fixed",NA,30,3,0,1.2,40.0891,24.8886,15.2005
10,3,"CRM","crm_random","random",NA,45,3,0.3,1.2,44.7911,29.805,14.9861
10,3,"CRM","crm_fixed","fixed",NA,30,3,0.6,1.5,33.7973,18.8753,14.922
10,3,"CFO","cfo_pride",NA,"pride",45,3,0.6,1.2,22.7728,8.0178,14.755
10,3,"CRM","crm_level","level",NA,30,3,0,1.5,39.0869,24.4011,14.6858
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.6,1.5,42.2049,27.5612,14.6437
10,3,"CFO","cfo_pride",NA,"pride",30,3,0.6,1.2,22.8285,8.2405,14.588
10,3,"CRM","crm_fixed","fixed",NA,45,3,0.6,1.2,38.6971,24.1091,14.588
10,3,"CRM","crm_fixed","fixed",NA,45,3,0.9,1.5,31.2361,16.8151,14.421
10,3,"CRM","crm_fixed","fixed",NA,30,3,0.3,1.2,39.0312,24.8886,14.1426
10,3,"CRM","crm_random","random",NA,30,3,0.3,1.5,39.1643,25.0696,14.0947
10,3,"CFO","cfo_pride",NA,"pride",45,3,0.9,1.2,22.049,8.0178,14.0312
10,3,"CRM","crm_random","random",NA,45,2,0.6,1.5,43.5097,29.5822,13.9275
10,3,"CFO","cfo_pride",NA,"pride",30,3,0.9,1.2,21.8263,8.2405,13.5858
10,3,"CRM","crm_fixed","fixed",NA,30,2,0,1.5,39.3653,25.8352,13.5301
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.6,1.5,44.9332,31.5702,13.363
10,3,"CRM","crm_fixed","fixed",NA,30,2,0.6,1.5,39.1425,25.8352,13.3073
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.3,1.5,44.7661,31.5702,13.1959
10,3,"CRM","crm_level","level",NA,45,2,0.9,1.5,42.1727,29.0808,13.0919
10,3,"CFO","cfo_pride",NA,"pride",45,3,0,1.5,17.3163,4.4543,12.862
10,3,"CRM","crm_random","random",NA,30,3,0,1.5,37.883,25.0696,12.8134
10,3,"CRM","crm_level","level",NA,30,3,0.6,1.5,37.2145,24.4011,12.8134
10,3,"CRM","crm_level","level",NA,45,3,0.9,1.5,35.4875,22.7855,12.702
10,3,"CRM","crm_fixed","fixed",NA,45,3,0.3,0.9,43.931,31.2361,12.6949
10,3,"CFO","cfo_pride",NA,"pride",30,3,0,1.5,17.0935,4.3987,12.6948
10,3,"CRM","crm_random","random",NA,45,3,0.9,1.5,35.9889,23.5655,12.4234
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.3,1.2,44.7661,32.5724,12.1937
10,3,"CRM","crm_level","level",NA,45,3,0.6,1.2,41.1142,28.9694,12.1448
10,3,"CFO","cfo_pride",NA,"pride",45,2,0.6,1.5,32.3497,20.2116,12.1381
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0,1.5,43.7082,31.5702,12.138
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.9,1.5,43.7082,31.5702,12.138
10,3,"CFO","cfo_pride",NA,"pride",30,3,0.3,1.5,16.4254,4.3987,12.0267
10,3,"CFO","cfo_pride",NA,"pride",30,2,0.6,1.5,31.6815,19.6548,12.0267
10,3,"CRM","crm_random","random",NA,30,3,0.6,1.5,37.0474,25.0696,11.9778
10,3,"CRM","crm_fixed","fixed",NA,45,2,0.6,1.2,42.2049,30.2895,11.9154
10,3,"CRM","crm_random","random",NA,45,3,0.6,1.2,41.5042,29.805,11.6992
10,3,"CFO","cfo_pride",NA,"pride",45,3,0.3,1.5,15.98,4.4543,11.5257
10,3,"CRM","crm_random","random",NA,45,2,0,1.2,46.6852,35.4318,11.2534
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,1.2,43.8196,32.5724,11.2472
10,3,"CRM","crm_random","random",NA,45,2,0.3,1.2,46.4624,35.4318,11.0306
10,3,"CFO","cfo_pride",NA,"pride",45,2,0.9,1.5,31.1247,20.2116,10.9131
10,3,"CRM","crm_fixed","fixed",NA,30,2,0.3,1.2,42.4276,31.5702,10.8574
10,3,"CFO","cfo_pride",NA,"pride",30,2,0.9,1.5,30.3452,19.6548,10.6904
10,3,"CRM","crm_level","level",NA,30,3,0.3,1.2,39.6657,29.0251,10.6406
10,3,"CRM","crm_fixed","fixed",NA,30,3,0,0.9,40.0891,29.4543,10.6348
10,3,"CRM","crm_random","random",NA,45,2,0.9,1.5,40.1671,29.5822,10.5849
10,3,"CRM","crm_fixed","fixed",NA,30,3,0.9,1.5,29.4543,18.8753,10.579
10,3,"CRM","crm_random","random",NA,30,2,0.3,1.5,41.8384,31.3649,10.4735
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.6,1.5,37.3051,26.9488,10.3563
10,3,"CRM","crm_random","random",NA,45,3,0,0.9,46.2953,35.9889,10.3064
10,3,"CRM","crm_fixed","fixed",NA,45,2,0,0.9,47.8285,37.5835,10.245
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.3,1.5,37.0824,26.9488,10.1336
10,3,"CRM","crm_level","level",NA,30,3,0,1.2,39.0869,29.0251,10.0618
10,3,"CRM","crm_level","level",NA,45,3,0,0.9,45.5457,35.4875,10.0582
10,3,"CRM","crm_random","random",NA,30,2,0,1.5,41.1142,31.3649,9.7493
10,3,"CRM","crm_fixed","fixed",NA,30,2,0.9,1.5,35.5791,25.8352,9.7439
10,3,"CRM","crm_level","level",NA,45,2,0.3,1.2,46.7409,37.1031,9.63780000000001
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.6,1.2,42.2049,32.5724,9.6325
10,3,"CRM","crm_level","level",NA,30,2,0.6,1.5,40.2228,30.6407,9.5821
10,3,"CRM","crm_fixed","fixed",NA,30,3,0.3,0.9,39.0312,29.4543,9.5769
10,3,"CRM","crm_level","level",NA,30,2,0.3,1.5,40.1671,30.6407,9.5264
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.9,1.5,36.971,27.5612,9.4098
10,3,"CRM","crm_level","level",NA,30,2,0,1.5,40.0334,30.6407,9.3927
10,3,"CRM","crm_level","level",NA,45,3,0.3,0.9,44.7911,35.4875,9.3036
10,3,"CFO","cfo_pride",NA,"pride",45,3,0,1.2,17.3163,8.0178,9.2985
10,3,"CRM","crm_random","random",NA,30,2,0.3,1.2,41.8384,32.6462,9.1922
10,3,"CRM","crm_random","random",NA,30,2,0.6,1.5,40.5014,31.3649,9.1365
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0,1.5,35.9688,26.9488,9.02
10,3,"CRM","crm_fixed","fixed",NA,30,3,0.6,1.2,33.7973,24.8886,8.9087
10,3,"CRM","crm_level","level",NA,30,3,0.9,1.5,33.2591,24.4011,8.858
10,3,"CFO","cfo_pride",NA,"pride",30,3,0,1.2,17.0935,8.2405,8.853
10,3,"CRM","crm_random","random",NA,45,3,0.3,0.9,44.7911,35.9889,8.8022
10,3,"CRM","crm_fixed","fixed",NA,45,2,0.3,0.9,46.3808,37.5835,8.7973
10,3,"CRM","crm_fixed","fixed",NA,45,2,1.2,1.5,30.2895,21.4922,8.7973
10,3,"CRM","crm_fixed","fixed",NA,45,3,0,0.6,47.4944,38.6971,8.7973
10,3,"CRM","crm_random","random",NA,30,3,0.9,1.5,33.5933,25.0696,8.5237
10,3,"CRM","crm_level","level",NA,45,2,0,1.2,45.6013,37.1031,8.4982
10,3,"CRM","crm_random","random",NA,30,2,0,1.2,41.1142,32.6462,8.468
10,3,"CRM","crm_level","level",NA,30,3,0.6,1.2,37.2145,29.0251,8.1894
10,3,"CFO","cfo_pride",NA,"pride",30,3,0.3,1.2,16.4254,8.2405,8.1849
10,3,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.6,1.5,45.2116,37.0267,8.1849
10,3,"CRM","crm_random","random",NA,30,3,0.3,1.2,39.1643,31.0306,8.1337
10,3,"CRM","crm_random","random",NA,45,2,0.6,1.2,43.5097,35.4318,8.0779
10,3,"CRM","crm_level","level",NA,45,2,1.2,1.5,37.1031,29.0808,8.0223
10,3,"CFO","cfo_pride",NA,"pride",45,3,0.3,1.2,15.98,8.0178,7.9622
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.9,1.5,34.9109,26.9488,7.9621
10,3,"CRM","crm_random","random",NA,30,2,0.6,1.2,40.5014,32.6462,7.8552
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.3,0.9,44.7661,36.971,7.79510000000001
10,3,"CRM","crm_fixed","fixed",NA,30,2,0,1.2,39.3653,31.5702,7.7951
10,3,"CRM","crm_level","level",NA,30,2,0.9,1.5,38.273,30.6407,7.6323
10,3,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.9,1.5,44.5991,37.0267,7.5724
10,3,"CRM","crm_fixed","fixed",NA,30,2,0.6,1.2,39.1425,31.5702,7.5723
10,3,"CFO","cfo_pride",NA,"pride",45,2,0.6,1.2,32.3497,24.833,7.5167
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.6,1.2,44.9332,37.4165,7.5167
10,3,"CRM","crm_fixed","fixed",NA,45,3,0.6,0.9,38.6971,31.2361,7.461
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.6,1.5,41.9822,34.5768,7.4054
10,3,"CRM","crm_level","level",NA,45,2,0.6,1.2,44.4568,37.1031,7.3537
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.3,1.2,44.7661,37.4165,7.3496
10,3,"CRM","crm_fixed","fixed",NA,45,2,0.9,1.2,37.5835,30.2895,7.294
10,3,"CRM","crm_fixed","fixed",NA,45,3,1.2,1.5,24.1091,16.8151,7.294
10,3,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.3,1.5,44.265,37.0267,7.2383
10,3,"CRM","crm_fixed","fixed",NA,45,3,0.9,1.2,31.2361,24.1091,7.127
10,3,"CRM","crm_random","random",NA,30,3,0,1.2,37.883,31.0306,6.8524
10,3,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,0.9,43.8196,36.971,6.8486
10,3,"CRM","crm_fixed","fixed",NA,30,2,0.3,0.9,42.4276,35.5791,6.8485
10,3,"CRM","crm_random","random",NA,45,2,0,0.9,46.6852,40.1671,6.5181
10,3,"CRM","crm_level","level",NA,45,3,0.9,1.2,35.4875,28.9694,6.5181
10,3,"CFO","cfo_pride",NA,"pride",30,2,0.6,1.2,31.6815,25.167,6.5145
10,3,"CRM","crm_level","level",NA,30,3,0.3,0.9,39.6657,33.2591,6.4066
