"dose","true_regular_probability","average_regular_estimate","average_ipde_estimate","scenario","alpha_eff","prior_type","prior_label","a_r","b_r","n_regular","n_ipde","true_ipde_probability"
3,0.36,0.367127920580452,0.544027919480226,"sce1",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.57
4,0.37,0.346062040567686,0.546830480907399,"sce1",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.586
5,0.38,0.351163052940343,0.603096649656101,"sce1",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.602
1,0.2,0.234525461198677,0.234525461198677,"sce1",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.2
2,0.35,0.377606446604106,0.47733832065715,"sce1",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.47
3,0.36,0.39453260263342,0.574036689220199,"sce1",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.57
4,0.37,0.388639582735551,0.567163361878188,"sce1",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.586
5,0.38,0.397295898585419,0.582858795523182,"sce1",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.602
1,0.01,0.0105639709960562,0.0105639709960562,"sce2",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.01
2,0.05,0.0429735193119974,0.0402135721174449,"sce2",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.056
3,0.3,0.245970808835887,0.296910075785858,"sce2",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.33
4,0.6,0.509735647734612,0.677202085658083,"sce2",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.78
5,0.6,0.520601320526345,0.834582448396466,"sce2",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.96
1,0.01,0.01806266643889,0.01806266643889,"sce2",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.01
2,0.05,0.0593028495931127,0.0612583363480198,"sce2",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.056
3,0.3,0.257136531455765,0.308365849125371,"sce2",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.33
4,0.6,0.57357050782677,0.689550476327076,"sce2",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.78
5,0.6,0.534265207105255,0.832770223105741,"sce2",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.96
1,0.01,0.0302913163059663,0.0302913163059663,"sce2",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.01
2,0.05,0.0788102055269901,0.0764528444285204,"sce2",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.056
3,0.3,0.286982870989083,0.347290259712499,"sce2",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.33
4,0.6,0.581523398646671,0.691900418435067,"sce2",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.78
5,0.6,0.576884429000517,0.861324904393711,"sce2",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.96
1,0.01,0.0517046940949472,0.0517046940949472,"sce2",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.01
2,0.05,0.1256478130372,0.137078896356173,"sce2",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.056
3,0.3,0.341269070321449,0.35180387949251,"sce2",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.33
4,0.6,0.587073232471292,0.731445007001809,"sce2",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.78
5,0.6,0.571573918196392,0.901240165445611,"sce2",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.96
1,0.05,0.0462366018107441,0.0462366018107441,"sce3",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.05
2,0.1,0.0968460901284002,0.106099955687416,"sce3",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.13
3,0.5,0.438416833794711,0.495562576884014,"sce3",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.56
4,0.68,0.619861884401058,0.843039022033572,"sce3",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.98
5,0.7,0.621816111383956,0.864239353588329,"sce3",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.99999999
1,0.05,0.0629048407184218,0.0629048407184218,"sce3",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.05
2,0.1,0.096579451043187,0.140142290732851,"sce3",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.13
3,0.5,0.456626405251733,0.489700375486949,"sce3",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.56
4,0.68,0.612640870904451,0.859785096920869,"sce3",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.98
5,0.7,0.613961949057839,0.878680078476686,"sce3",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.99999999
1,0.05,0.0630792755400749,0.0630792755400749,"sce3",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.05
2,0.1,0.130074010372346,0.155143150762057,"sce3",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.13
3,0.5,0.461619455083462,0.535623874918007,"sce3",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.56
4,0.68,0.608387186371217,0.889992839705405,"sce3",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.98
5,0.7,0.647537187024443,0.899958943794975,"sce3",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.99999999
1,0.05,0.089678519593438,0.089678519593438,"sce3",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.05
2,0.1,0.155927411437793,0.19304891667776,"sce3",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.13
3,0.5,0.485950083882393,0.569001933808843,"sce3",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.56
4,0.68,0.631666013893462,0.905629306079682,"sce3",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.98
5,0.7,0.66140027309845,0.928306431068876,"sce3",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.99999999
1,0.01,0.00727416115523114,0.00727416115523114,"sce4",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.01
2,0.05,0.0556393072293207,0.0491523642305878,"sce4",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.056
3,0.1,0.0903319879543266,0.119662644111318,"sce4",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.13
4,0.2,0.172266712026154,0.234564591667178,"sce4",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.26
5,0.4,0.369822158494937,0.437205812185856,"sce4",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.52
1,0.01,0.0184127300109526,0.0184127300109526,"sce4",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.01
2,0.05,0.0433243585258939,0.06162673099322,"sce4",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.056
3,0.1,0.10061496015517,0.117582177150327,"sce4",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.13
4,0.2,0.213793106520414,0.249289448938525,"sce4",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.26
5,0.4,0.361426783740822,0.481024825142775,"sce4",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.52
1,0.01,0.0333722924282698,0.0333722924282698,"sce4",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.01
2,0.05,0.0756687308628495,0.0957420518025779,"sce4",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.056
3,0.1,0.121402845032792,0.14107395748247,"sce4",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.13
4,0.2,0.199854626988729,0.259987687087314,"sce4",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.26
5,0.4,0.38278439921862,0.498491016577926,"sce4",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.52
1,0.01,0.047842474822712,0.047842474822712,"sce4",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.01
2,0.05,0.11047413878253,0.111426623539486,"sce4",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.056
3,0.1,0.143068246203876,0.174325431743755,"sce4",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.13
4,0.2,0.227397765968334,0.311186726231591,"sce4",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.26
5,0.4,0.39429132899612,0.495344882329978,"sce4",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.52
1,0.1,0.0972927358318063,0.0972927358318063,"sce5",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.1
2,0.2,0.160468876458389,0.218592788596279,"sce5",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.26
3,0.4,0.356861047053139,0.451744962912718,"sce5",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.52
4,0.45,0.392762856799375,0.602591345918617,"sce5",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.69
5,0.5,0.420058016118771,0.687094706948063,"sce5",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.77
1,0.1,0.10342206384892,0.10342206384892,"sce5",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.1
2,0.2,0.202873676978721,0.207757745561217,"sce5",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.26
3,0.4,0.378460455151891,0.462450029032807,"sce5",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.52
4,0.45,0.443728541324557,0.603067561788281,"sce5",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.69
5,0.5,0.455448041441357,0.688855242880431,"sce5",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.77
1,0.1,0.129652097383224,0.129652097383224,"sce5",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.1
2,0.2,0.20892567848057,0.269343832965901,"sce5",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.26
3,0.4,0.406010734576764,0.487168268931361,"sce5",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.52
4,0.45,0.454157511845565,0.644276763814328,"sce5",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.69
5,0.5,0.466927584284048,0.703890993126269,"sce5",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.77
1,0.1,0.147478833763048,0.147478833763048,"sce5",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.1
2,0.2,0.231289319658924,0.287376629430286,"sce5",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.26
3,0.4,0.397394940548545,0.491181352342869,"sce5",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.52
4,0.45,0.437150913066773,0.641269477734973,"sce5",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.69
5,0.5,0.519889461098598,0.711458909292943,"sce5",0.6,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.77
1,0.2,0.176736975676292,0.176736975676292,"sce1",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.2
2,0.35,0.322441426575964,0.454585156195631,"sce1",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.53
3,0.36,0.296338432273453,0.591118911129499,"sce1",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.675
4,0.37,0.323815697761183,0.60738874042772,"sce1",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.694
5,0.38,0.300734887946567,0.62633714200063,"sce1",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.713
1,0.2,0.187489005581962,0.187489005581962,"sce1",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.2
2,0.35,0.301796782601295,0.469734163706856,"sce1",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.53
3,0.36,0.308772384602399,0.614471570799757,"sce1",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.675
4,0.37,0.348977801626244,0.61441096220449,"sce1",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.694
5,0.38,0.400648356937378,0.622635976902953,"sce1",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.713
1,0.2,0.200637970473023,0.200637970473023,"sce1",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.2
2,0.35,0.311840514915201,0.496837478955526,"sce1",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.53
3,0.36,0.357095998477084,0.610026150198196,"sce1",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.675
4,0.37,0.352979422340462,0.661140087882272,"sce1",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.694
5,0.38,0.363263109331172,0.636741797795244,"sce1",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.713
1,0.2,0.231204250949864,0.231204250949864,"sce1",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.2
2,0.35,0.401203228292183,0.537083855601324,"sce1",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.53
3,0.36,0.349026381153075,0.651408011599312,"sce1",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.675
4,0.37,0.373333421273744,0.648521350248575,"sce1",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.694
5,0.38,0.405927451638653,0.705863280743733,"sce1",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.713
1,0.01,0.00650556187801803,0.00650556187801803,"sce2",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.01
2,0.05,0.0419046666795849,0.0553775707520065,"sce2",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.059
3,0.3,0.265133040172526,0.315080603323174,"sce2",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.345
4,0.6,0.501612005840534,0.745773007842558,"sce2",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.87
5,0.6,0.514785294804181,0.864121651041806,"sce2",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.99999999
1,0.01,0.017053987265503,0.017053987265503,"sce2",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.01
2,0.05,0.0600985921844183,0.0618181425792841,"sce2",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.059
3,0.3,0.297776384970143,0.328686746268526,"sce2",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.345
4,0.6,0.554454336615199,0.761321158588491,"sce2",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.87
5,0.6,0.544621278729144,0.878704204780719,"sce2",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.99999999
1,0.01,0.0321304018349025,0.0321304018349025,"sce2",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.01
2,0.05,0.0925796863299603,0.0905827823355922,"sce2",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.059
3,0.3,0.305810280347618,0.312750815774944,"sce2",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.345
4,0.6,0.563990186137932,0.785928959830167,"sce2",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.87
5,0.6,0.555668940086507,0.900298368002936,"sce2",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.99999999
1,0.01,0.0466757792646007,0.0466757792646007,"sce2",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.01
2,0.05,0.115469749858033,0.134130401146399,"sce2",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.059
3,0.3,0.320135168569725,0.36871183618074,"sce2",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.345
4,0.6,0.602715490075194,0.823723730015716,"sce2",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.87
5,0.6,0.601548150835654,0.928397151065371,"sce2",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.99999999
1,0.05,0.0454916500476888,0.0454916500476888,"sce3",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.05
2,0.1,0.09626402537717,0.128517074701752,"sce3",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.145
3,0.5,0.409623348066269,0.505972816686604,"sce3",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.59
4,0.68,0.581162955963418,0.864179837036067,"sce3",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.99999999
5,0.7,0.608269043981803,0.864073610082737,"sce3",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.99999999
1,0.05,0.0663075695306432,0.0663075695306432,"sce3",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.05
2,0.1,0.0910685301316832,0.132000571464128,"sce3",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.145
3,0.5,0.427527436929226,0.528425284387384,"sce3",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.59
4,0.68,0.589561640059728,0.878465000116947,"sce3",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.99999999
5,0.7,0.658180255336946,0.878667531867539,"sce3",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.99999999
1,0.05,0.0670526712184988,0.0670526712184988,"sce3",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.05
2,0.1,0.118132376890594,0.159729900591727,"sce3",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.145
3,0.5,0.482748855045363,0.545826856866818,"sce3",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.59
4,0.68,0.618474523916694,0.900101588985446,"sce3",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.99999999
5,0.7,0.63694587483178,0.900167596728828,"sce3",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.99999999
1,0.05,0.0806510306861013,0.0806510306861013,"sce3",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.05
2,0.1,0.155656047164166,0.188518732869142,"sce3",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.145
3,0.5,0.496093859329125,0.585566623762574,"sce3",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.59
4,0.68,0.657623292088063,0.927922450341121,"sce3",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.99999999
5,0.7,0.679718848268648,0.928976573308677,"sce3",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.99999999
1,0.01,0.0127946303447134,0.0127946303447134,"sce4",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.01
2,0.05,0.0475576598615464,0.0611656134472832,"sce4",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.059
3,0.1,0.0990489471706522,0.138540252158021,"sce4",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.145
4,0.2,0.162004269506295,0.259247226174259,"sce4",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.29
5,0.4,0.336793649735871,0.478235502701053,"sce4",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.58
1,0.01,0.0148283144624566,0.0148283144624566,"sce4",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.01
2,0.05,0.0518954791552832,0.0526942348150765,"sce4",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.059
3,0.1,0.0937823167375856,0.134565578034979,"sce4",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.145
4,0.2,0.212513790320252,0.285872035909761,"sce4",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.29
5,0.4,0.382701699597023,0.501436579314095,"sce4",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.58
1,0.01,0.0353621099695427,0.0353621099695427,"sce4",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.01
2,0.05,0.0870943483245668,0.0960771322132544,"sce4",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.059
3,0.1,0.130859915480119,0.148666531658987,"sce4",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.145
4,0.2,0.211035303281617,0.281527013134237,"sce4",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.29
5,0.4,0.375660537079985,0.538662474453329,"sce4",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.58
1,0.01,0.0423585485193318,0.0423585485193318,"sce4",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.01
2,0.05,0.123087676739947,0.111425524234683,"sce4",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.059
3,0.1,0.137687576835597,0.198125522857212,"sce4",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.145
4,0.2,0.230508416661071,0.350330381667127,"sce4",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.29
5,0.4,0.405434444719961,0.588236061784326,"sce4",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.58
1,0.1,0.110669041141916,0.110669041141916,"sce5",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.1
2,0.2,0.18249667171633,0.25902131086579,"sce5",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.29
3,0.4,0.366865052183473,0.501255234067018,"sce5",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.58
4,0.45,0.375243925135564,0.71758679066168,"sce5",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.81
5,0.5,0.459834361265532,0.791497854850228,"sce5",0.9,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.905
1,0.1,0.0949852832103081,0.0949852832103081,"sce5",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.1
2,0.2,0.158450860058057,0.287017739087176,"sce5",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.29
3,0.4,0.3748214489752,0.480276387076558,"sce5",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.58
4,0.45,0.428009490306436,0.729744022871659,"sce5",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.81
5,0.5,0.469502595145657,0.787089683115908,"sce5",0.9,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.905
1,0.1,0.111111026244598,0.111111026244598,"sce5",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.1
2,0.2,0.22836977958898,0.284182156135291,"sce5",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.29
3,0.4,0.40586134655533,0.531223082093752,"sce5",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.58
4,0.45,0.454215811410042,0.74106854372052,"sce5",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.81
5,0.5,0.43855924230482,0.798037929025618,"sce5",0.9,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.905
1,0.1,0.140295475182005,0.140295475182005,"sce5",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.1
2,0.2,0.262694520947195,0.295742143392831,"sce5",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.29
3,0.4,0.424314329198918,0.59015541807762,"sce5",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.58
4,0.45,0.461460002457373,0.784720546463665,"sce5",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.81
5,0.5,0.508718961598564,0.827441724336595,"sce5",0.9,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.905
